aggregation,n_tasks,signed_key_sensitivity,signed_value_sensitivity,abs_key_sensitivity,abs_value_sensitivity,axis_difference
original_4,4,0.9431501831501832,-1.027375000000001,0.9431501831501832,1.058625000000001,1.9705251831501842
new_2,2,-0.021296645826637928,-0.021518519607361952,0.08593338788725191,0.0464408282197013,0.00022187378072402453
combined_6,6,0.6216679068245762,-0.692089506535788,0.6574112513958728,0.7212302760732344,1.3137574133603642
