layer_idx,signed_key_sensitivity,key_ci_low,key_ci_high,signed_value_sensitivity,value_ci_low,value_ci_high,abs_key_sensitivity,abs_value_sensitivity
0,0.9431501831501832,0.5153519688644671,1.45307518315018,-1.027375000000001,-1.429874999999996,-0.6554750000000038,0.9431501831501832,1.058625000000001
4,0.262999999999999,0.01548749999999598,0.5199999999999891,0.08724999999999916,-0.045999999999999555,0.2325000000000017,0.262999999999999,0.08724999999999916
9,0.11180921052631465,-0.34478322368421066,0.6165075657894731,0.07924999999999915,-0.09150000000000347,0.2530062499999999,0.13819078947368535,0.07924999999999915
13,-0.20925883838383985,-0.8428143308080823,0.45289422348484554,0.2580213585434157,-0.18499277836134878,0.7299424982493017,0.45925883838383985,0.269978641456583
18,-0.010826725905673129,-0.9772215438328432,0.9576418423230606,0.19408088235294052,0.0040808823529443925,0.5070145220588212,0.7778267259056726,0.19408088235294052
22,0.03376633986927935,-0.20552050653595388,0.2660402369281119,-0.04668452380952637,-0.2272514880952361,0.11187976190475972,0.15623366013071838,0.04668452380952637
27,0.05012500000000042,-0.1511312500000004,0.24012812500000585,0.08908333333333207,-0.12599999999999784,0.3281666666666682,0.11887500000000006,0.08908333333333207
31,0.0011249999999991545,-0.2052562500000066,0.1887531249999989,0.0235000000000003,-0.09051250000000549,0.15199999999999392,0.0698749999999988,0.0235000000000003
