scope,task,layer_idx,tensor_axis,n_samples,sample_indices,mean_relative_l2,median_relative_l2,mean_p99_abs,median_p99_abs,mean_outlier_fraction,median_outlier_fraction,mean_mean,median_mean,mean_std,median_std,mean_variance,median_variance,mean_max_abs,median_max_abs,mean_p50_abs,median_p50_abs,mean_p95_abs,median_p95_abs,mean_mse,median_mse,mean_max_abs_error,median_max_abs_error
primary,lcc,18,value,4,122 174 214 357,0.39910857573099656,0.3990908257975977,1.31298828125,1.31396484375,0.005728833626929083,0.005692414892037376,-0.0015361712227604791,-0.0014650209055657908,0.48022940182185725,0.48012605850904166,0.23064527519750685,0.23053643399822904,5.4111328125,5.30859375,0.30755615234375,0.3074951171875,0.9468994140625,0.946533203125,0.03674699920585951,0.03673382964219178,1.1364822387695312,1.1427154541015625
primary,lcc,22,key,4,122 174 214 357,0.17258002769159964,0.17305608531042863,6.572265625,6.55859375,0.014386071098266864,0.014424083153040113,-0.025937700301997883,-0.02632586685810691,1.8011899869378096,1.7941893033582121,3.244510801500583,3.219126253256226,22.69921875,22.8203125,0.7330322265625,0.732421875,3.22900390625,3.2431640625,0.09660475266771532,0.09643956351511174,2.783203125,2.80078125
primary,lcc,22,value,4,122 174 214 357,0.3949949179189501,0.3950035743749446,1.420166015625,1.423828125,0.005169740737381471,0.005105470201180464,-0.0032588559336482643,-0.003882467069988514,0.524092087228473,0.5260645730671776,0.2747807087435603,0.27679089243806554,6.0732421875,5.794921875,0.33990478515625,0.3414306640625,1.0361328125,1.0400390625,0.04289382749671564,0.04324617162449187,1.30999755859375,1.34814453125
primary,lcc,27,key,4,122 174 214 357,0.16641747381697564,0.16797499752293046,6.2490234375,6.27734375,0.011792808706462437,0.011806256664769098,-0.00466327933739336,-0.005727261698954825,1.8214529108721065,1.8236722612979004,3.317863475650204,3.325783739801685,23.26171875,23.1796875,0.722900390625,0.723388671875,2.98486328125,2.994140625,0.09185565184109751,0.09276113223547952,2.951171875,2.8984375
primary,lcc,27,value,4,122 174 214 357,0.3972786554309117,0.3969158432343139,1.753662109375,1.75830078125,0.004932427402838333,0.004839823495107219,0.005244541635088118,0.005245527078687877,0.6526350860841662,0.6549205065673982,0.42616128911645246,0.42906051496872377,6.71484375,6.5703125,0.4248046875,0.4266357421875,1.284423828125,1.29052734375,0.06730863407141278,0.06755908937815802,1.4490966796875,1.423095703125
primary,lcc,31,key,4,122 174 214 357,0.16618256588858163,0.16845374165480365,6.1455078125,6.1328125,0.014947004535274758,0.014931706728728674,-0.03720661142225841,-0.03716845988723331,1.7130244617789105,1.7124678795973463,2.934568519132019,2.932636504917986,20.8984375,20.8671875,0.776123046875,0.77685546875,3.14501953125,3.1484375,0.08109791188748111,0.08224156821984246,3.01123046875,2.96337890625
primary,lcc,31,value,4,122 174 214 357,0.39993582865626337,0.39984296335026126,1.408203125,1.416015625,0.005383282367675551,0.005366491069333723,-0.005248823347816357,-0.00526248249795791,0.5210265604936251,0.5243120879574639,0.2716329272684584,0.27491210094936525,6.7080078125,6.578125,0.337158203125,0.3394775390625,1.0223388671875,1.02880859375,0.04351657502713477,0.044018366111805325,2.0516357421875,2.0516357421875
primary,passage_retrieval_en,0,key,4,41 105 141 185,0.18910634940819343,0.189125655369714,2.14111328125,2.142578125,0.01393521913140518,0.013940248523712437,0.001803884734515692,0.0018337180073817773,0.6442033157593553,0.6444384048211079,0.41499814190780926,0.4153008576496504,6.28515625,6.2578125,0.35235595703125,0.352294921875,1.263671875,1.263671875,0.014836203375371724,0.014851188913473312,1.6162109375,1.61328125
primary,passage_retrieval_en,0,value,4,41 105 141 185,0.531805656600272,0.5317690727197149,0.136138916015625,0.13616943359375,0.01706897181013095,0.01706526323701247,-5.099892830132073e-05,-5.15516248535291e-05,0.030818708649017083,0.030822518363823333,0.0009497931069498559,0.00095002776172292,1.201171875,1.201171875,0.0054492950439453125,0.0054569244384765625,0.0374603271484375,0.0374908447265625,0.0002684840248346453,0.0002684811769407408,0.226654052734375,0.226654052734375
primary,passage_retrieval_en,4,key,4,41 105 141 185,0.14231004966630015,0.1425786639201772,7.453125,7.451171875,0.017831139605256896,0.017827446466135988,-0.03280251811387126,-0.03272009209543399,1.8632710227519618,1.86146955844789,3.4717929432328662,3.4650693402387294,19.4453125,19.5703125,0.7412109375,0.741455078125,3.74365234375,3.740234375,0.07034019600155553,0.07045712418373884,2.8828125,2.8828125
